Node,RESGeneratorType,Period,ExpectedAnnualCurtailment_GWh,Expected total available power_GWh,Expected annual curtailment ratio of total capacity_%
Austria,Hydrorun-of-the-river,2020-2025,0.0029918372294639706,41574.19299590714,7.196380768614097e-06
Austria,Hydrorun-of-the-river,2025-2030,752.3406524405791,41910.4630013014,1.7951141518460854
Austria,Hydrorun-of-the-river,2030-2035,8942.516099782886,49557.2928468871,18.04480347102859
Austria,Hydrorun-of-the-river,2035-2040,12036.685904504076,53992.78614866393,22.293137219039266
Austria,Hydrorun-of-the-river,2040-2045,11227.590085452373,52705.661815429325,21.30243639624605
Austria,Hydrorun-of-the-river,2045-2050,12069.51689786602,52866.622995175465,22.830126484469165
Austria,Hydrorun-of-the-river,2050-2055,17307.433753884055,58405.72485637147,29.63311181642837
Austria,Hydrorun-of-the-river,2055-2060,2784.6530943538514,41150.61676334264,6.766977783998724
Belgium,Hydrorun-of-the-river,2020-2025,300.21606853398805,771.0160677842048,38.937718820409046
Belgium,Hydrorun-of-the-river,2025-2030,215.03306334955872,685.8330628730057,31.35355744570978
Belgium,Hydrorun-of-the-river,2030-2035,272.65842056111217,743.458420008658,36.674333523310814
Belgium,Hydrorun-of-the-river,2035-2040,470.95706182537265,941.7570612538522,50.008338795818744
Belgium,Hydrorun-of-the-river,2040-2045,252.26861729795428,723.0686123328609,34.88861402572177
Belgium,Hydrorun-of-the-river,2045-2050,1050.8655353022657,1521.6655346211999,69.06021799093097
Belgium,Hydrorun-of-the-river,2050-2055,564.1679978590499,1034.967997055818,54.51067080952679
Belgium,Hydrorun-of-the-river,2055-2060,377.6263364535693,848.4263352963642,44.5090305125501
Bulgaria,Hydrorun-of-the-river,2020-2025,3463.843355583818,7435.5727160359775,46.584755308942064
Bulgaria,Hydrorun-of-the-river,2025-2030,1998.480417624157,5213.8188858764515,38.33045338490329
Bulgaria,Hydrorun-of-the-river,2030-2035,3654.9010570222827,5634.584337042065,64.86549563194508
Bulgaria,Hydrorun-of-the-river,2035-2040,4091.248056960543,6047.231192143445,67.65489737312983
Bulgaria,Hydrorun-of-the-river,2040-2045,4543.3401554533175,6487.997471725472,70.0268484266999
Bulgaria,Hydrorun-of-the-river,2045-2050,4547.289505518223,6763.245458767192,67.2353167313124
Bulgaria,Hydrorun-of-the-river,2050-2055,5444.7595888494825,7141.926056303441,76.23657184246476
Bulgaria,Hydrorun-of-the-river,2055-2060,3981.3005459760584,5712.995487882284,69.68849449331287
Switzerland,Hydrorun-of-the-river,2020-2025,0.0016811988651489092,1493.0887297810132,0.00011259872448407575
Switzerland,Hydrorun-of-the-river,2025-2030,0.003372957525974948,1213.4564011205873,0.0002779628112604731
Switzerland,Hydrorun-of-the-river,2030-2035,0.007513387476750896,1102.6512536984847,0.0006813929110904
Switzerland,Hydrorun-of-the-river,2035-2040,69.51280001482424,16689.88631266065,0.4164965459476681
Switzerland,Hydrorun-of-the-river,2040-2045,299.2905364605199,23448.497621903098,1.2763740401899115
Switzerland,Hydrorun-of-the-river,2045-2050,212.6888171197619,14263.525846494424,1.491137741178033
Switzerland,Hydrorun-of-the-river,2050-2055,473.772467935623,19830.302808748926,2.3891338044853225
Switzerland,Hydrorun-of-the-river,2055-2060,481.4031156425797,15342.399110679138,3.1377303651780064
CzechR,Hydrorun-of-the-river,2020-2025,53.012237625582785,1304.0285855807056,4.065266529565804
CzechR,Hydrorun-of-the-river,2025-2030,209.20739640832684,1388.052355993736,15.072010468837888
CzechR,Hydrorun-of-the-river,2030-2035,580.8578863473941,1417.7148615639649,40.97141830809445
CzechR,Hydrorun-of-the-river,2035-2040,365.1019984879598,1689.112603659839,21.61501830587759
CzechR,Hydrorun-of-the-river,2040-2045,481.46531506614247,1869.8901934340236,25.748320235956694
CzechR,Hydrorun-of-the-river,2045-2050,579.0355324634352,1754.126592654973,33.00990560704237
CzechR,Hydrorun-of-the-river,2050-2055,424.75117227871675,1794.231400423988,23.673154542850238
CzechR,Hydrorun-of-the-river,2055-2060,330.7197922626498,1574.790590493354,21.00087429142189
Germany,Hydrorun-of-the-river,2020-2025,0.0032553976355252975,22677.873087608874,1.435495129084234e-05
Germany,Hydrorun-of-the-river,2025-2030,0.0012380970058130832,19664.385307350974,6.296138864560672e-06
Germany,Hydrorun-of-the-river,2030-2035,0.005720406536796643,22302.471798978622,2.5649204215375887e-05
Germany,Hydrorun-of-the-river,2035-2040,140.00030381925197,21731.391634498857,0.6442307339259384
Germany,Hydrorun-of-the-river,2040-2045,1432.193517951411,22659.719735017603,6.3204379167062035
Germany,Hydrorun-of-the-river,2045-2050,770.9342722203994,21621.049051841874,3.565665432661901
Germany,Hydrorun-of-the-river,2050-2055,1553.7983620055104,23550.846559674643,6.597632735062821
Germany,Hydrorun-of-the-river,2055-2060,1774.788431599033,18635.126516338325,9.523887213982633
Denmark,Hydrorun-of-the-river,2020-2025,0.0009031228177641393,18.544769742544723,0.004869959726122823
Denmark,Hydrorun-of-the-river,2025-2030,0.0030388250377043667,24.783198685335496,0.012261633682913073
Denmark,Hydrorun-of-the-river,2030-2035,0.012610922404963124,26.181557695499635,0.04816719674066919
Denmark,Hydrorun-of-the-river,2035-2040,0.008268420994554536,20.77650412540609,0.03979697905213842
Denmark,Hydrorun-of-the-river,2040-2045,0.043369435394070295,18.619348032080612,0.23292671321974312
Denmark,Hydrorun-of-the-river,2045-2050,0.056896526022481145,24.816752661389692,0.22926660388972522
Denmark,Hydrorun-of-the-river,2050-2055,0.0690065420950879,18.28603597527163,0.37737288818859405
Denmark,Hydrorun-of-the-river,2055-2060,0.1020130359542519,24.426153949902364,0.4176385531814748
Estonia,Hydrorun-of-the-river,2020-2025,0.1536675528689666,32.253666523859984,0.4764343698887364
Estonia,Hydrorun-of-the-river,2025-2030,4.372817305701213,36.47281652928524,11.98925041116617
Estonia,Hydrorun-of-the-river,2030-2035,10.794421986289077,42.8944210793533,25.16509540091413
Estonia,Hydrorun-of-the-river,2035-2040,23.860959708548666,55.96095914667475,42.638582455330386
Estonia,Hydrorun-of-the-river,2040-2045,33.507694107568874,65.60769332845537,51.07281236030884
Estonia,Hydrorun-of-the-river,2045-2050,33.411768921827175,65.51176509497645,51.00117341272681
Estonia,Hydrorun-of-the-river,2050-2055,36.02815896464821,68.12815457610868,52.882922176322445
Estonia,Hydrorun-of-the-river,2055-2060,35.34262099449007,67.44261534014328,52.40398940082828
Spain,Hydrorun-of-the-river,2020-2025,1651.1281307732181,20070.856910528317,8.22649545125852
Spain,Hydrorun-of-the-river,2025-2030,5812.58191885365,30614.587937315526,18.986314402647263
